country,date,daily_vaccinations,total_vaccinations_per_hundred,vaccines
Finland,2021-01-20,5562,1.12,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-01-21,6467,1.41,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-01-22,6874,1.65,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-01-23,7253,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-01-24,7633,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-01-25,8012,2,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-01-26,8740,2.11,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-01-27,9264,2.29,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-01-28,8575,2.5,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-01-29,8647,2.74,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-01-30,9222,2.93,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-01-31,8404,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-02-01,7587,2.96,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-02-02,6709,2.96,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-02-03,6637,3.13,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-02-04,7942,3.5,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-02-05,7930,3.74,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-02-06,7938,3.93,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-02-07,8157,3.97,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-02-08,8125,3.98,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-02-09,9065,4.1,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-02-10,8629,4.22,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-02-11,7660,4.47,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-02-12,7720,4.72,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-02-13,7896,4.93,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-02-14,8050,4.99,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-02-15,8079,5,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-02-16,8071,5.12,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-02-17,9202,5.38,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-02-18,9509,5.67,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-02-19,10327,6.02,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-02-20,10861,6.3,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-02-21,12496,6.57,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-02-22,13036,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-02-23,12716,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-02-24,11322,6.81,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-02-25,11823,7.16,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-02-26,13311,7.7,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-02-27,13362,7.99,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-02-28,12580,8.16,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-03-01,14014,8.42,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-03-02,14877,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-03-03,15740,8.8,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-03-04,16047,9.19,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-03-05,15157,9.62,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-03-06,17541,10.21,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-03-07,16275,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-03-08,14264,10.22,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-03-09,14096,10.39,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-03-10,16122,10.84,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-03-11,16550,11.28,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-03-12,16912,11.75,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-03-13,15525,12.17,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-03-14,16718,12.33,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-03-15,16771,12.34,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-03-16,17380,12.59,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-03-17,17525,13.05,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-03-18,19106,13.69,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-03-19,19607,14.23,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-03-20,19702,14.66,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-03-21,19530,14.79,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-03-22,19650,14.82,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-03-23,19000,14.99,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-03-24,17764,15.3,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-03-25,16109,15.73,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-03-26,15667,16.21,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-03-27,15583,16.62,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-03-28,15291,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Finland,2021-03-29,15846,16.83,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2020-12-27,,0,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2020-12-28,39,0,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2020-12-29,62,0,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2020-12-30,75,0,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2020-12-31,76,0,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-01-01,62,0,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-01-02,59,0,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-01-03,61,0,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-01-04,250,0,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-01-05,944,0.01,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-01-06,2404,0.03,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-01-07,6138,0.06,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-01-08,10814,0.11,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-01-09,12278,0.13,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-01-10,13027,0.13,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-01-11,17659,0.18,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-01-12,24625,0.26,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-01-13,31246,0.35,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-01-14,37561,0.45,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-01-15,41261,0.54,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-01-16,42287,0.56,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-01-17,42897,0.58,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-01-18,48952,0.69,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-01-19,58088,0.86,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-01-20,67598,1.04,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-01-21,77739,1.25,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-01-22,84981,1.41,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-01-23,87546,1.46,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-01-24,87437,1.47,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-01-25,86710,1.58,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-01-26,83647,1.72,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-01-27,80820,1.87,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-01-28,78072,2.05,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-01-29,76418,2.19,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-01-30,75747,2.24,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-01-31,75666,2.25,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-02-01,76290,2.36,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-02-02,78017,2.52,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-02-03,78753,2.68,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-02-04,80749,2.88,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-02-05,83199,3.05,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-02-06,83466,3.1,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-02-07,83798,3.11,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-02-08,86822,3.25,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-02-09,91354,3.46,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-02-10,96708,3.67,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-02-11,103543,3.94,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-02-12,108969,4.17,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-02-13,110545,4.23,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-02-14,110893,4.25,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-02-15,114021,4.42,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-02-16,116868,4.66,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-02-17,118038,4.89,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-02-18,118156,5.16,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-02-19,118329,5.38,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-02-20,119023,5.45,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-02-21,118577,5.47,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-02-22,117629,5.63,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-02-23,114258,5.83,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-02-24,111798,6.03,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-02-25,112080,6.31,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-02-26,115768,6.57,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-02-27,119107,6.68,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-02-28,119193,6.69,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-03-01,119645,6.86,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-03-02,123529,7.1,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-03-03,129283,7.36,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-03-04,133360,7.68,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-03-05,143732,8.05,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-03-06,163229,8.35,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-03-07,178131,8.52,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-03-08,185244,8.76,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-03-09,193966,9.09,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-03-10,201468,9.43,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-03-11,212876,9.86,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-03-12,224875,10.36,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-03-13,228554,10.7,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-03-14,221688,10.8,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-03-15,225647,11.08,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-03-16,220391,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-03-17,214391,11.63,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-03-18,202972,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-03-19,185649,,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-03-20,182957,12.58,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-03-21,181354,12.66,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-03-22,183223,12.96,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-03-23,197568,13.39,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-03-24,213249,13.82,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-03-25,235663,14.37,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-03-26,261074,14.95,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-03-27,260099,15.25,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
France,2021-03-28,260637,15.34,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Gambia,2021-03-09,,0,Oxford/AstraZeneca
Gambia,2021-03-10,281,,Oxford/AstraZeneca
Gambia,2021-03-11,281,,Oxford/AstraZeneca
Gambia,2021-03-12,281,,Oxford/AstraZeneca
Gambia,2021-03-13,281,,Oxford/AstraZeneca
Gambia,2021-03-14,281,,Oxford/AstraZeneca
Gambia,2021-03-15,281,,Oxford/AstraZeneca
Gambia,2021-03-16,281,,Oxford/AstraZeneca
Gambia,2021-03-17,281,,Oxford/AstraZeneca
Gambia,2021-03-18,281,,Oxford/AstraZeneca
Gambia,2021-03-19,281,,Oxford/AstraZeneca
Gambia,2021-03-20,281,,Oxford/AstraZeneca
Gambia,2021-03-21,281,,Oxford/AstraZeneca
Gambia,2021-03-22,281,,Oxford/AstraZeneca
Gambia,2021-03-23,281,,Oxford/AstraZeneca
Gambia,2021-03-24,281,,Oxford/AstraZeneca
Gambia,2021-03-25,281,,Oxford/AstraZeneca
Gambia,2021-03-26,281,,Oxford/AstraZeneca
Gambia,2021-03-27,281,,Oxford/AstraZeneca
Gambia,2021-03-28,281,0.22,Oxford/AstraZeneca
Germany,2020-12-27,,0.03,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2020-12-28,18750,0.05,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2020-12-29,33464,0.11,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2020-12-30,43049,0.18,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2020-12-31,44285,0.24,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-01-01,39308,0.26,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-01-02,41488,0.33,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-01-03,39001,0.35,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-01-04,43212,0.41,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-01-05,43999,0.48,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-01-06,44108,0.55,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-01-07,45229,0.62,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-01-08,51485,0.69,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-01-09,52700,0.77,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-01-10,54203,0.81,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-01-11,56738,0.89,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-01-12,60807,0.98,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-01-13,67546,1.12,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-01-14,71346,1.21,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-01-15,75203,1.32,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-01-16,74701,1.39,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-01-17,76452,1.45,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-01-18,78511,1.54,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-01-19,82635,1.67,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-01-20,85411,1.83,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-01-21,88336,1.95,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-01-22,89968,2.07,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-01-23,93945,2.17,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-01-24,94274,2.23,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-01-25,96530,2.35,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-01-26,94868,2.47,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-01-27,92216,2.6,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-01-28,90499,2.71,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-01-29,91361,2.84,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-01-30,91364,2.94,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-01-31,92382,3.01,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-02-01,95712,3.15,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-02-02,99793,3.3,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-02-03,106307,3.49,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-02-04,111824,3.64,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-02-05,116387,3.81,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-02-06,117947,3.92,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-02-07,117479,3.99,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-02-08,115934,4.12,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-02-09,116298,4.27,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-02-10,115180,4.45,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-02-11,116793,4.62,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-02-12,118953,4.8,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-02-13,120580,4.93,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-02-14,122249,5.01,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-02-15,124612,5.16,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-02-16,125102,5.32,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-02-17,125153,5.5,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-02-18,125478,5.67,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-02-19,125008,5.85,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-02-20,125904,5.98,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-02-21,128875,6.09,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-02-22,133704,6.27,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-02-23,138018,6.47,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-02-24,141482,6.68,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-02-25,147479,6.9,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-02-26,154925,7.14,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-02-27,160029,7.32,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-02-28,163199,7.45,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-03-01,167889,7.68,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-03-02,175287,7.94,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-03-03,184559,8.22,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-03-04,192167,8.5,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-03-05,200264,8.81,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-03-06,207588,9.05,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-03-07,213905,9.24,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-03-08,220029,9.52,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-03-09,224490,9.81,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-03-10,230779,10.15,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-03-11,237738,10.49,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-03-12,245411,10.87,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-03-13,251536,11.16,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-03-14,254030,11.36,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-03-15,255470,11.65,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-03-16,245772,11.86,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-03-17,235717,12.12,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-03-18,222047,12.35,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-03-19,211154,12.63,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-03-20,207097,12.89,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-03-21,206914,13.09,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-03-22,210523,13.41,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-03-23,225481,13.75,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-03-24,238217,14.11,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-03-25,254306,14.47,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-03-26,264498,14.84,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-03-27,272656,15.16,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Germany,2021-03-28,272602,15.36,Moderna  Oxford/AstraZeneca  Pfizer/BioNTech
Ghana,2021-03-01,,0,Oxford/AstraZeneca
Ghana,2021-03-02,28893,,Oxford/AstraZeneca
Ghana,2021-03-03,28893,,Oxford/AstraZeneca
Ghana,2021-03-04,28893,,Oxford/AstraZeneca
Ghana,2021-03-05,28893,,Oxford/AstraZeneca
Ghana,2021-03-06,28893,,Oxford/AstraZeneca
Ghana,2021-03-07,28893,,Oxford/AstraZeneca
Ghana,2021-03-08,28893,0.65,Oxford/AstraZeneca
Ghana,2021-03-09,31748,,Oxford/AstraZeneca
Ghana,2021-03-10,34602,0.97,Oxford/AstraZeneca
Ghana,2021-03-11,32617,,Oxford/AstraZeneca
Ghana,2021-03-12,30632,,Oxford/AstraZeneca
Ghana,2021-03-13,28648,,Oxford/AstraZeneca
Ghana,2021-03-14,26663,,Oxford/AstraZeneca
Ghana,2021-03-15,24678,,Oxford/AstraZeneca
Ghana,2021-03-16,19839,,Oxford/AstraZeneca
Ghana,2021-03-17,15000,,Oxford/AstraZeneca
Ghana,2021-03-18,15000,1.35,Oxford/AstraZeneca
Gibraltar,2021-01-10,,1.25,Pfizer/BioNTech
Gibraltar,2021-01-11,1025,4.29,Pfizer/BioNTech
Gibraltar,2021-01-12,1040,7.42,Pfizer/BioNTech
Gibraltar,2021-01-13,986,,Pfizer/BioNTech
Gibraltar,2021-01-14,959,,Pfizer/BioNTech
Gibraltar,2021-01-15,943,15.24,Pfizer/BioNTech
Gibraltar,2021-01-16,904,17.35,Pfizer/BioNTech
Gibraltar,2021-01-17,775,17.35,Pfizer/BioNTech
Gibraltar,2021-01-18,713,19.1,Pfizer/BioNTech
Gibraltar,2021-01-19,645,20.83,Pfizer/BioNTech
Gibraltar,2021-01-20,520,20.83,Pfizer/BioNTech
Gibraltar,2021-01-21,527,23.59,Pfizer/BioNTech
Gibraltar,2021-01-22,535,26.35,Pfizer/BioNTech
Gibraltar,2021-01-23,566,29.11,Pfizer/BioNTech
Gibraltar,2021-01-24,642,30.69,Pfizer/BioNTech
Gibraltar,2021-01-25,586,31.28,Pfizer/BioNTech
Gibraltar,2021-01-26,579,32.87,Pfizer/BioNTech
Gibraltar,2021-01-27,656,34.45,Pfizer/BioNTech
Gibraltar,2021-01-28,626,36.6,Pfizer/BioNTech
Gibraltar,2021-01-29,570,38.19,Pfizer/BioNTech
Gibraltar,2021-01-30,437,38.19,Pfizer/BioNTech
Gibraltar,2021-01-31,421,39.43,Pfizer/BioNTech
Gibraltar,2021-02-01,537,42.44,Pfizer/BioNTech
Gibraltar,2021-02-02,617,45.68,Pfizer/BioNTech
Gibraltar,2021-02-03,653,48.02,Pfizer/BioNTech
Gibraltar,2021-02-04,694,51.02,Pfizer/BioNTech
Gibraltar,2021-02-05,773,54.24,Pfizer/BioNTech
Gibraltar,2021-02-06,887,56.61,Pfizer/BioNTech
Gibraltar,2021-02-07,827,56.61,Pfizer/BioNTech
Gibraltar,2021-02-08,821,59.49,Pfizer/BioNTech
